kode_billing,tgl_billing,expired_billing,status,kd_kantor,dokumen,no_dok,tgl_dok,total_pungutan,total_dibayar,tgl_bayar,bank
620220200229023,2022-02-22,2022-04-22,Kirim Billing,040600,17,LW462082133DE20220221,2022-02-22,85000,0,NA,NA
620220200010403,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP221865113SG20220131,2022-02-02,51000,51000,2022-02-09,POS INDONESIA
620220200200030,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LV415239889CN20220217,2022-02-18,80000,80000,2022-02-23,POS INDONESIA
620220200208511,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EJ287378730AU20220219,2022-02-21,39000,39000,2022-02-26,POS INDONESIA
620220200167296,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EB042899562KR20220214,2022-02-16,2411000,2411000,2022-02-19,POS INDONESIA
620220200270241,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224253044SG20220224,2022-02-25,134000,0,NA,NA
620220200017209,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222851570SG20220129,2022-02-02,155000,155000,2022-02-06,POS INDONESIA
620220200178601,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP589885817MY20220216,2022-02-17,14000,14000,2022-02-23,POS INDONESIA
620220200148370,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,UV410490375DE20220211,2022-02-15,3000,3000,2022-02-19,POS INDONESIA
620220200199166,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UD429741818MY20220217,2022-02-18,12000,12000,2022-02-22,POS INDONESIA
620220200259217,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224455792SG20220223,2022-02-24,2000,0,NA,NA
620220200078393,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223687906SG20220207,2022-02-08,14000,14000,2022-02-14,POS INDONESIA
620220200239452,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LY336861464DE20220222,2022-02-23,144000,144000,2022-02-25,POS INDONESIA
620220200229563,2022-02-22,2022-04-22,Kirim Billing,040600,17,LP224120493SG20220221,2022-02-22,11000,0,NA,NA
620220200122149,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,EH023491078US20211223,2022-02-11,2977000,2977000,2022-02-11,BANK MANDIRI
620220200212414,2022-02-21,2022-04-21,Kirim Billing,040600,17,UG143229252GB20220214,2022-02-21,172000,0,NA,NA
620220200085283,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589086176MY20220124,2022-02-08,4000,4000,2022-02-10,POS INDONESIA
620220200146392,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UV491437766UZ20220209,2022-02-14,3000,3000,2022-02-21,POS INDONESIA
620220200265402,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP037542526HK20220224,2022-02-25,38000,0,NA,NA
620220200158363,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP037413570HK20220214,2022-02-15,36000,36000,2022-02-22,POS INDONESIA
620220200254205,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224472950SG20220223,2022-02-24,20000,0,NA,NA
620220200255274,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224762081SG20220223,2022-02-24,2000,0,NA,NA
620220200054095,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UY131065565DE20220202,2022-02-04,106000,106000,2022-02-10,POS INDONESIA
620220200093802,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223162418SG20220208,2022-02-09,5000,5000,2022-02-14,POS INDONESIA
620220200181525,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LV409575011CN20220214,2022-02-17,38000,38000,2022-02-21,POS INDONESIA
620220200059453,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,EV009660473CN20220129,2022-02-07,51000,51000,2022-02-11,POS INDONESIA
620220200275288,2022-02-26,2022-04-26,Kirim Billing,040600,17,EB043264061KR20220224,2022-02-26,506000,0,NA,NA
620220200200431,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP224122605SG20220217,2022-02-18,128000,128000,2022-02-22,POS INDONESIA
620220200148925,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LX929749320TW20220211,2022-02-15,27000,27000,2022-02-18,POS INDONESIA
620220200050814,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP589772069MY20220202,2022-02-04,12000,12000,2022-02-12,POS INDONESIA
620220200080461,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP037167746HK20220207,2022-02-08,2000,2000,2022-02-19,POS INDONESIA
620220200213593,2022-02-21,2022-04-21,Kirim Billing,040600,17,LP224084266SG20220219,2022-02-21,22000,0,NA,NA
620220200230024,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,RR311115696TH20220221,2022-02-22,27000,27000,2022-02-24,POS INDONESIA
620220200172817,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,UG747508599GB20220212,2022-02-16,333000,333000,2022-02-22,POS INDONESIA
620220200227343,2022-02-22,2022-04-22,Kirim Billing,040600,17,UQ294666949SG20220221,2022-02-22,2000,0,NA,NA
620220200213568,2022-02-21,2022-04-21,Kirim Billing,040600,17,UQ286790856SG20220214,2022-02-21,27000,0,NA,NA
620220200019339,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ288476591SG20220128,2022-02-02,14000,14000,2022-02-08,POS INDONESIA
620220200045680,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP589817777MY20220203,2022-02-04,89000,89000,2022-02-10,POS INDONESIA
620220200058274,2022-02-05,2022-04-05,Tunggu Rekon CEISA,040600,17,CP380636193CN20220201,2022-02-05,112000,112000,2022-02-10,POS INDONESIA
620220200065938,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,UQ284800621SG20220205,2022-02-07,3000,3000,2022-02-10,POS INDONESIA
620220200018504,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ288432247SG20220129,2022-02-02,2000,2000,2022-02-07,POS INDONESIA
620220200024351,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222912150SG20220131,2022-02-03,32000,32000,2022-02-09,POS INDONESIA
620220200171223,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EB042989047KR20220215,2022-02-16,19000,19000,2022-02-19,POS INDONESIA
620220200158800,2022-02-15,2022-04-15,Kirim Billing,040600,17,EJ287352560AU20220214,2022-02-15,1121000,0,NA,NA
620220200180232,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP590060128MY20220216,2022-02-17,38000,38000,2022-02-23,POS INDONESIA
620220200126182,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UG556314658GB20220204,2022-02-12,73000,73000,2022-02-18,POS INDONESIA
620220200236195,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP590154015MY20220222,2022-02-23,2000,2000,2022-03-01,POS INDONESIA
620220200260377,2022-02-24,2022-04-24,Kirim Billing,040600,17,EE062277496MY20220223,2022-02-24,397000,0,NA,NA
620220200185654,2022-02-17,2022-04-17,Kirim Billing,040600,17,EC911495182US20220216,2022-02-17,260000,0,NA,NA
620220200123463,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,CR926984536SG20220210,2022-02-11,158000,158000,2022-02-18,POS INDONESIA
620220200229976,2022-02-22,2022-04-22,Kirim Billing,040600,17,RU958363476NL20220218,2022-02-22,149000,0,NA,NA
620220200010418,2022-02-02,2022-02-03,Tunggu Rekon CEISA,040600,17,ES329289600KR20211112,2021-11-16,169000,169000,2022-02-02,POS INDONESIA
620220200013885,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,EG290459019KR20220131,2022-02-02,211000,211000,2022-02-07,POS INDONESIA
620220200207716,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EJ810602157JP20220218,2022-02-21,109000,109000,2022-02-25,POS INDONESIA
620220200237772,2022-02-23,2022-04-23,Kirim Billing,040600,17,UV509719478UZ20220221,2022-02-23,3000,0,NA,NA
620220200155065,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,UQ286765865SG20220214,2022-02-15,5000,5000,2022-02-23,POS INDONESIA
620220200154828,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,RM433086305DE20220214,2022-02-15,185000,185000,2022-02-19,POS INDONESIA
620220200266537,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224890545SG20220224,2022-02-25,3000,0,NA,NA
620220200238131,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP590166614MY20220222,2022-02-23,3000,3000,2022-02-25,POS INDONESIA
620220200144601,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223790758SG20220212,2022-02-14,17000,17000,2022-02-19,POS INDONESIA
620220200144102,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223670300SG20220212,2022-02-14,11000,11000,2022-02-17,POS INDONESIA
620220200193099,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,EG290827209KR20220214,2022-02-18,830000,830000,2022-02-22,POS INDONESIA
620220200051500,2022-02-04,2022-04-04,Kirim Billing,040600,17,UQ288382188SG20220131,2022-02-04,2000,0,NA,NA
620220200094116,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,RR399884890IN20220208,2022-02-09,5000,5000,2022-02-17,POS INDONESIA
620220200129950,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,LG026091984US20220210,2022-02-12,41000,41000,2022-02-21,POS INDONESIA
620220200243142,2022-02-23,2022-04-23,Kirim Billing,040600,17,EN157226622JP20220222,2022-02-23,711000,0,NA,NA
620220200255192,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,RP590442731MX20220222,2022-02-24,3000,3000,2022-02-28,PT. TOKOPEDIA
620220200244027,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,RR129294961RU20220210,2022-02-23,48000,48000,2022-02-25,POS INDONESIA
620220200046586,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,RR150762997IL20220203,2022-02-04,5000,5000,2022-02-09,POS INDONESIA
620220200042326,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,CP103997472AE20220127,2022-02-04,494000,494000,2022-02-11,POS INDONESIA
620220200165639,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EE824289218TW20220128,2022-02-16,1126000,1126000,2022-02-17,PT. TOKOPEDIA
620220200180082,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RG800785654TW20220216,2022-02-17,46000,46000,2022-02-23,POS INDONESIA
620220200019917,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ287735238SG20220128,2022-02-02,4000,4000,2022-02-07,POS INDONESIA
620220200032897,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP223120418SG20220202,2022-02-03,32000,32000,2022-02-08,POS INDONESIA
620220200081730,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223666225SG20220207,2022-02-08,78000,78000,2022-02-12,POS INDONESIA
620220200263804,2022-02-25,2022-04-25,Kirim Billing,040600,17,EL502434745JP20220224,2022-02-25,28000,0,NA,NA
620220200270041,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224078067SG20220224,2022-02-25,161000,0,NA,NA
620220200051904,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ282950362SG20211221,2022-02-04,2000,2000,2022-02-19,POS INDONESIA
620220200020343,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ289032563SG20220129,2022-02-02,2000,2000,2022-02-08,POS INDONESIA
620220200069083,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LB269705637SG20220204,2022-02-07,2000,2000,2022-02-10,POS INDONESIA
620220200132199,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,EK128464032SA20220204,2022-02-14,209000,209000,2022-02-17,POS INDONESIA
620220200230965,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP224585320SG20220221,2022-02-22,2000,2000,2022-02-28,POS INDONESIA
620220200014032,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,EJ287101005AU20220128,2022-02-02,98000,98000,2022-02-10,POS INDONESIA
620220200046221,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UV480630471UZ20220203,2022-02-04,2000,2000,2022-02-10,POS INDONESIA
620220200084290,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589856529MY20220207,2022-02-08,3000,3000,2022-02-14,POS INDONESIA
620220200270076,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP590213861MY20220224,2022-02-25,3000,0,NA,NA
620220200213801,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224307082SG20220219,2022-02-21,11000,11000,2022-02-24,POS INDONESIA
620220200053978,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UV068626535DE20220203,2022-02-04,1000,1000,2022-02-22,POS INDONESIA
620220200078970,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP037078224HK20220207,2022-02-08,36000,36000,2022-02-13,POS INDONESIA
620220200158379,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223994172SG20220214,2022-02-15,15000,15000,2022-02-21,POS INDONESIA
620220200127976,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UA322550163SB20220204,2022-02-12,3000,3000,2022-02-16,POS INDONESIA
620220200224051,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,EN155016643JP20220221,2022-02-22,24000,24000,2022-02-25,POS INDONESIA
620220200227513,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ295324279SG20220221,2022-02-22,3000,3000,2022-02-24,POS INDONESIA
620220200271402,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ295816273SG20220223,2022-02-25,2000,0,NA,NA
620220200218666,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LV422822786CN20220218,2022-02-21,80000,80000,2022-02-24,POS INDONESIA
620220200051543,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ285397002SG20220131,2022-02-04,3000,3000,2022-02-09,POS INDONESIA
620220200127121,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UQ286610355SG20220203,2022-02-12,3000,3000,2022-02-22,POS INDONESIA
620220200029328,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,ES143099552KR20220131,2022-02-03,14000,14000,2022-02-09,POS INDONESIA
620220200180426,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP224086050SG20220215,2022-02-17,17000,17000,2022-02-23,POS INDONESIA
620220200082656,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,EB042577987KR20220207,2022-02-08,224000,224000,2022-02-10,POS INDONESIA
620220200128111,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UA000177419VA20220204,2022-02-12,5000,5000,2022-02-16,POS INDONESIA
620220200013137,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP223017251SG20220131,2022-02-02,17000,17000,2022-02-06,POS INDONESIA
620220200232222,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LZ610673665US20220209,2022-02-22,93000,93000,2022-02-25,POS INDONESIA
620220200053888,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287147308SG20220202,2022-02-04,2000,2000,2022-02-09,POS INDONESIA
620220200012771,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222354495SG20220128,2022-02-02,5000,5000,2022-02-09,POS INDONESIA
620220200250913,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ296752645SG20220219,2022-02-24,2000,0,NA,NA
620220200260301,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224101211SG20220223,2022-02-24,31000,0,NA,NA
620220200079704,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589843091MY20220207,2022-02-08,41000,41000,2022-02-11,POS INDONESIA
620220200118459,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,LP589907203MY20220209,2022-02-11,2000,2000,2022-02-17,POS INDONESIA
620220200200149,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP590025333MY20220217,2022-02-18,87000,87000,2022-02-21,POS INDONESIA
620220200247748,2022-02-24,2022-04-24,Kirim Billing,040600,17,CK699147252IN20220217,2022-02-24,36000,0,NA,NA
620220200264715,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ297113312SG20220224,2022-02-25,10000,0,NA,NA
620220200229708,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ296224232SG20220221,2022-02-22,2000,2000,2022-02-26,POS INDONESIA
620220200235880,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP224399132SG20220222,2022-02-23,14000,0,NA,NA
620220200243227,2022-02-23,2022-04-23,Kirim Billing,040600,17,CG002174106TW20220222,2022-02-23,486000,0,NA,NA
620220200179353,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223942949SG20220216,2022-02-17,122000,122000,2022-02-20,POS INDONESIA
620220200262456,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ284986461SG20220218,2022-02-25,5000,0,NA,NA
620220200046107,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ289552759SG20220203,2022-02-04,2000,2000,2022-02-09,POS INDONESIA
620220200236886,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP223991445SG20220219,2022-02-23,5000,0,NA,NA
620220200103474,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP589755128MY20220207,2022-02-10,263000,263000,2022-02-12,POS INDONESIA
620220200037128,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EX235050728SG20220202,2022-02-03,116000,116000,2022-02-07,POS INDONESIA
620220200164826,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,RO133850285TH20220214,2022-02-16,5000,5000,2022-02-18,POS INDONESIA
620220200025395,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,UQ289597874SG20220128,2022-02-03,3000,3000,2022-02-09,POS INDONESIA
620220200231825,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ292623835SG20220216,2022-02-22,5000,5000,2022-02-28,POS INDONESIA
620220200246168,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP224624329SG20220222,2022-02-23,71000,0,NA,NA
620220200140969,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223784369SG20220212,2022-02-14,73000,73000,2022-02-17,POS INDONESIA
620220200135037,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223744515SG20220212,2022-02-14,29000,29000,2022-02-18,POS INDONESIA
620220200154989,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP037239054HK20220214,2022-02-15,41000,41000,2022-02-24,POS INDONESIA
620220200101795,2022-02-09,2022-04-09,Kirim Billing,040600,17,RL925183922CH20220208,2022-02-09,404000,0,NA,NA
620220200230570,2022-02-22,2022-04-22,Kirim Billing,040600,17,LP224567621SG20220221,2022-02-22,24000,0,NA,NA
620220200041157,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LC1000681520020220202,2022-02-04,1000,1000,2022-02-10,POS INDONESIA
620220200029291,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EG290463565KR20220131,2022-02-03,158000,158000,2022-02-23,POS INDONESIA
620220200018215,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LC1000680092620220128,2022-02-02,173000,173000,2022-02-05,POS INDONESIA
620220200048516,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,CY005187112CN20220105,2022-02-04,447000,447000,2022-02-20,POS INDONESIA
620220200020475,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LW460710768DE20220131,2022-02-02,36000,36000,2022-02-08,POS INDONESIA
620220200197779,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,CY557775917DE20220216,2022-02-18,468000,468000,2022-02-24,POS INDONESIA
620220200146731,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP356774340SG20220209,2022-02-14,4000,4000,2022-02-16,POS INDONESIA
620220200252622,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224701082SG20220223,2022-02-24,71000,0,NA,NA
620220200258922,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP225077519SG20220223,2022-02-24,27000,0,NA,NA
620220200166429,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EG780304634JP20220215,2022-02-16,95000,95000,2022-02-19,POS INDONESIA
620220200081677,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589749122MY20220207,2022-02-08,3000,3000,2022-02-12,POS INDONESIA
620220200031666,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222228373SG20220201,2022-02-03,32000,32000,2022-02-09,POS INDONESIA
620220200162490,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,EG006640568TW20220213,2022-02-15,330000,330000,2022-02-15,PT. TOKOPEDIA
620220200157560,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LM327971719US20220214,2022-02-15,14000,14000,2022-02-27,POS INDONESIA
620220200053563,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287376708SG20220202,2022-02-04,12000,12000,2022-02-15,POS INDONESIA
620220200207741,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EL502414352JP20220218,2022-02-21,55000,55000,2022-02-24,POS INDONESIA
620220200027333,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222593561SG20220201,2022-02-03,2000,2000,2022-02-09,POS INDONESIA
620220200229343,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,RX125321905JP20220221,2022-02-22,187000,187000,2022-02-25,POS INDONESIA
620220200173640,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,UQ284762835SG20220215,2022-02-16,3000,3000,2022-02-24,POS INDONESIA
620220200251697,2022-02-24,2022-04-24,Kirim Billing,040600,17,CL179172078NL20220223,2022-02-24,66000,0,NA,NA
620220200252721,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224083610SG20220223,2022-02-24,165000,0,NA,NA
620220200266340,2022-02-25,2022-04-25,Kirim Billing,040600,17,RF106186473GB20220224,2022-02-25,57000,0,NA,NA
620220200231341,2022-02-22,2022-04-22,Kirim Billing,040600,17,UY005574377FR20220216,2022-02-22,3000,0,NA,NA
620220200053153,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287637227SG20220202,2022-02-04,3000,3000,2022-02-10,POS INDONESIA
620220200148976,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223807060SG20220212,2022-02-15,12000,12000,2022-02-17,POS INDONESIA
620220200200044,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP224194757SG20220217,2022-02-18,17000,17000,2022-02-23,POS INDONESIA
620220200147601,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,EJ286986098AU20220211,2022-02-14,95000,95000,2022-02-17,POS INDONESIA
620220200080016,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223261115SG20220207,2022-02-08,56000,56000,2022-02-14,POS INDONESIA
620220200053942,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ097294720DE20220202,2022-02-04,3000,3000,2022-02-13,POS INDONESIA
620220200026756,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222817454SG20220201,2022-02-03,12000,12000,2022-02-10,POS INDONESIA
620220200189175,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UV490418448UZ20220216,2022-02-18,2000,2000,2022-02-24,POS INDONESIA
620220200266850,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP590173663MY20220224,2022-02-25,22000,0,NA,NA
620220200270709,2022-02-25,2022-04-25,Kirim Billing,040600,17,UG146582217GB20220224,2022-02-25,107000,0,NA,NA
620220200066877,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,RM629373098JP20220204,2022-02-07,115000,115000,2022-02-08,PT. BUKALAPAK
620220200219366,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,EX235370293SG20220221,2022-02-22,17000,17000,2022-02-27,POS INDONESIA
620220200174323,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EG290709405KR20220211,2022-02-16,489000,489000,2022-02-16,PT. TOKOPEDIA
620220200217209,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224564364SG20220219,2022-02-21,128000,128000,2022-02-24,POS INDONESIA
620220200019460,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP223042415SG20220129,2022-02-02,22000,22000,2022-02-09,POS INDONESIA
620220200190096,2022-02-18,2022-04-18,Kirim Billing,040600,17,UQ296284655SG20220215,2022-02-18,2000,0,NA,NA
620220200226072,2022-02-22,2022-02-28,Tunggu Rekon CEISA,040600,99,000998/PEN/HKT/040600/2022,2022-02-22,3846000,3846000,2022-02-22,POS INDONESIA
620220200197825,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ293668890SG20220217,2022-02-18,2000,2000,2022-02-24,POS INDONESIA
620220200077320,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LV403329397CN20220207,2022-02-08,41000,41000,2022-02-15,POS INDONESIA
620220200019979,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ287956852SG20220128,2022-02-02,3000,3000,2022-02-15,POS INDONESIA
620220200111244,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP589771871MY20220209,2022-02-10,22000,22000,2022-02-16,POS INDONESIA
620220200000961,2022-02-01,2022-04-01,Tunggu Rekon CEISA,040600,17,CP317259530MY20211228,2022-02-01,1128000,1128000,2022-02-10,POS INDONESIA
620220200148147,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223444348SG20220209,2022-02-15,4000,4000,2022-02-17,POS INDONESIA
620220200072241,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP037102348HK20220205,2022-02-07,9000,9000,2022-02-10,POS INDONESIA
620220200046759,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP223093519SG20220203,2022-02-04,3000,3000,2022-02-13,POS INDONESIA
620220200251552,2022-02-24,2022-04-24,Kirim Billing,040600,17,RP813957463SG20220219,2022-02-24,2000,0,NA,NA
620220200128908,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,LP589884520MY20220209,2022-02-12,5000,5000,2022-02-17,POS INDONESIA
620220200122624,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,EN155888447JP20220210,2022-02-11,163000,163000,2022-02-25,POS INDONESIA
620220200235409,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,UQ296021800SG20220222,2022-02-23,3000,3000,2022-02-25,POS INDONESIA
620220200052506,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UV453680283UZ20220131,2022-02-04,2000,2000,2022-02-11,POS INDONESIA
620220200085265,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589086397MY20220124,2022-02-08,14000,14000,2022-02-16,POS INDONESIA
620220200207645,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EL502411461JP20220218,2022-02-21,77000,77000,2022-02-24,POS INDONESIA
